"COUNTRY","Country","SEX","Sex","AGE","Age","EMPSTAT","Employment status","JOBTYPE","Job type","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CYP","Cyprus","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,41.75959219054,,
"CYP","Cyprus","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,41.9662380336787,,
"CYP","Cyprus","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,41.9755575390407,,
"CYP","Cyprus","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,41.8399332639119,,
"CYP","Cyprus","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,41.9088576151495,,
"CYP","Cyprus","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,42.2266743129066,,
"CYP","Cyprus","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,42.0601110214359,,
"BGR","Bulgaria","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,41.081655964027,,
"BGR","Bulgaria","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,41.6611340858236,,
"BGR","Bulgaria","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,41.4835661856703,,
"BGR","Bulgaria","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,41.4172236548897,,
"BGR","Bulgaria","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,41.5332626790514,,
"BGR","Bulgaria","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,41.519083732418,,
"BGR","Bulgaria","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,41.7746417194005,,
"BGR","Bulgaria","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,41.8948599855921,,
"BGR","Bulgaria","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,41.955948263439,,
"BGR","Bulgaria","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,41.712090798681,,
"BGR","Bulgaria","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,41.5784330906674,,
"BGR","Bulgaria","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,41.2499674556835,,
"BGR","Bulgaria","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,41.1193168380124,,
"BGR","Bulgaria","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,41.1668600178586,,
"BGR","Bulgaria","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,41.2429636986949,,
"COL","Colombia","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,53.1701669255087,,
"COL","Colombia","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,53.0696494532972,,
"COL","Colombia","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,53.9678422989018,,
"COL","Colombia","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,53.9546780424784,,
"COL","Colombia","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,52.9262729883466,,
"COL","Colombia","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,52.9882714535568,,
"COL","Colombia","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,52.2023929361294,,
"COL","Colombia","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,51.8770830814815,,
"COL","Colombia","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,52.2016437003924,,
"COL","Colombia","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,51.934205675795,,
"COL","Colombia","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,52.0226382821721,,
"COL","Colombia","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,51.736969763522,,
"COL","Colombia","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,50.8980506996208,,
"CRI","Costa Rica","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,52.1560429063669,,
"CRI","Costa Rica","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,50.745679101953,,
"CRI","Costa Rica","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,49.1427974334486,,
"CRI","Costa Rica","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,49.4303425274854,,
"CRI","Costa Rica","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,50.3800077142552,,
"EU21","European Union 21","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,41.7559921058186,,
"EU21","European Union 21","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,41.7408751101534,,
"EU21","European Union 21","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,41.6330792651724,,
"EU21","European Union 21","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,41.6867109268964,,
"EU21","European Union 21","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,41.763142731638,,
"EU21","European Union 21","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,41.8307709278862,,
"EU21","European Union 21","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,41.7692014607831,,
"EU21","European Union 21","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,41.6964201538553,,
"EU21","European Union 21","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,41.630644018052,,
"EU21","European Union 21","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,41.5267643961954,,
"EU21","European Union 21","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,41.4890799616558,,
"EU21","European Union 21","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,41.446939186204,,
"EU21","European Union 21","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,41.4091387867648,,
"EU21","European Union 21","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,41.3444717333866,,
"EU21","European Union 21","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,41.2989325654101,,
"EU15","European Union 15","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,41.4785984816622,,
"EU15","European Union 15","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,41.4851516642286,,
"EU15","European Union 15","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,41.3866983463786,,
"EU15","European Union 15","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,41.4633688765868,,
"EU15","European Union 15","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,41.5822855381112,,
"EU15","European Union 15","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,41.6379487746572,,
"EU15","European Union 15","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,41.591922849953,,
"EU15","European Union 15","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,41.5111504352654,,
"EU15","European Union 15","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,41.4590184360631,,
"EU15","European Union 15","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,41.3844777826777,,
"EU15","European Union 15","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,41.3629310455898,,
"EU15","European Union 15","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,41.3364675902298,,
"EU15","European Union 15","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,41.2854998437366,,
"EU15","European Union 15","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,41.2169550340534,,
"EU15","European Union 15","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,41.1782239471226,,
"EUR","Europe","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,43.3088763006508,,
"EUR","Europe","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,43.1786723886139,,
"EUR","Europe","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,43.0405680398622,,
"EUR","Europe","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,43.0613553832273,,
"EUR","Europe","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,43.1694011615589,,
"EUR","Europe","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,43.1861891398502,,
"EUR","Europe","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,43.112336977869,,
"EUR","Europe","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,42.9123945591766,,
"EUR","Europe","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,42.8127747174876,,
"EUR","Europe","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,42.6860319602479,,
"EUR","Europe","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,42.7209395808537,,
"EUR","Europe","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,42.7191133226004,,
"EUR","Europe","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,42.6722033844331,,
"EUR","Europe","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,42.5949744824374,,
"EUR","Europe","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,42.4841672874356,,
"OECD","OECD countries","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,44.0059928858668,,
"OECD","OECD countries","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,42.3181521020105,,
"OECD","OECD countries","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,42.1737020143004,,
"OECD","OECD countries","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,42.1113094175382,,
"OECD","OECD countries","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,42.1760695442096,,
"OECD","OECD countries","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,41.6940707660818,,
"OECD","OECD countries","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,41.6616895947063,,
"OECD","OECD countries","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,41.488392826441,,
"OECD","OECD countries","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,41.3420664541053,,
"OECD","OECD countries","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,41.220782503222,,
"OECD","OECD countries","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,41.8217910927616,,
"OECD","OECD countries","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,41.7598596774786,,
"OECD","OECD countries","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,41.7603995988516,,
"OECD","OECD countries","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,41.6272725424188,,
"OECD","OECD countries","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,41.6148798927686,,
"G7","G7 countries","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,41.7471347892576,,
"G7","G7 countries","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,39.1472455816236,,
"G7","G7 countries","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,39.0686140298957,,
"G7","G7 countries","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,39.075308976661,,
"G7","G7 countries","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,39.0837558284967,,
"G7","G7 countries","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,39.0718124948431,,
"G7","G7 countries","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,39.1029561295436,,
"G7","G7 countries","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,39.0305174546178,,
"G7","G7 countries","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,38.95898176561,,
"G7","G7 countries","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,38.7908988809637,,
"G7","G7 countries","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,38.7091605026648,,
"G7","G7 countries","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,38.6735405856601,,
"G7","G7 countries","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,38.6646098774411,,
"G7","G7 countries","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,38.5952635955691,,
"G7","G7 countries","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,38.6587294143363,,
