"COUNTRY","Country","SEX","Sex","AGE","Age","EMPSTAT","Employment status","JOBTYPE","Job type","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,43.9082922100564,,
"AUS","Australia","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,43.7837597011666,,
"AUS","Australia","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,43.746350949872,,
"AUS","Australia","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,43.5784049196703,,
"AUS","Australia","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,43.4929567104946,,
"AUS","Australia","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,43.2766330361101,,
"AUS","Australia","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,43.3076983381776,,
"AUS","Australia","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,43.2698480784116,,
"AUS","Australia","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,43.0491233808853,,
"AUS","Australia","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,42.9746533542458,,
"AUS","Australia","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,42.9282323606308,,
"AUS","Australia","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,42.9285861878552,,
"AUS","Australia","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,42.8394199657709,,
"AUS","Australia","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,42.6035247090997,,
"AUT","Austria","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,41.1709747273489,,
"AUT","Austria","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,41.0749935322808,,
"AUT","Austria","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,40.9465468355065,,
"AUT","Austria","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,40.9194789748904,,
"AUT","Austria","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,43.534184784847,,
"AUT","Austria","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,43.4792031085516,,
"AUT","Austria","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,43.4705972304743,,
"AUT","Austria","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,43.3805922263557,,
"AUT","Austria","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,43.0866780491222,,
"AUT","Austria","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,42.8395312169613,,
"AUT","Austria","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,42.6634557957076,,
"AUT","Austria","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,42.5526181670765,,
"AUT","Austria","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,42.4120338230402,,
"AUT","Austria","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,42.0797937076752,,
"AUT","Austria","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,41.9318727966235,,
"BEL","Belgium","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,41.4008684034117,,
"BEL","Belgium","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,41.1144489699659,,
"BEL","Belgium","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,41.3257157970544,,
"BEL","Belgium","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,41.1566565086387,,
"BEL","Belgium","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,40.9218513229007,,
"BEL","Belgium","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,40.9892291777619,,
"BEL","Belgium","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,40.6771721392861,,
"BEL","Belgium","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,40.8832812672723,,
"BEL","Belgium","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,40.5365080709026,,
"BEL","Belgium","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,40.5384792793697,,
"BEL","Belgium","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,40.7025646864781,,
"BEL","Belgium","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,40.7783957500266,,
"BEL","Belgium","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,40.8215315385875,,
"BEL","Belgium","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,41.0554365930972,,
"BEL","Belgium","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,40.8965719939506,,
"CZE","Czech Republic","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,42.4842289003199,,
"CZE","Czech Republic","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,42.7929802117197,,
"CZE","Czech Republic","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,42.5314863100161,,
"CZE","Czech Republic","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,42.5024779224796,,
"CZE","Czech Republic","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,42.5268703994288,,
"CZE","Czech Republic","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,42.5096734986837,,
"CZE","Czech Republic","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,42.3383533530902,,
"CZE","Czech Republic","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,42.2265347210364,,
"CZE","Czech Republic","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,41.9980049824502,,
"CZE","Czech Republic","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,41.8847245383492,,
"CZE","Czech Republic","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,41.6658565200139,,
"CZE","Czech Republic","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,41.512541302875,,
"DNK","Denmark","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,39.77040062149,,
"DNK","Denmark","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,39.7216685163648,,
"DNK","Denmark","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,39.7266174077901,,
"DNK","Denmark","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,39.7327503139876,,
"DNK","Denmark","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,39.6838927345234,,
"DNK","Denmark","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,39.8761492324043,,
"DNK","Denmark","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,39.7763340702543,,
"DNK","Denmark","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,38.3645811957844,,
"DNK","Denmark","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,38.3208289680535,,
"DNK","Denmark","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,38.177953074227,,
"DNK","Denmark","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,38.2090462297024,,
"DNK","Denmark","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,38.3334470997443,,
"DNK","Denmark","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,38.2688952978978,,
"DNK","Denmark","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,38.255666561914,,
"DNK","Denmark","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,38.2869698911396,,
"FIN","Finland","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,40.547022391615,,
"FIN","Finland","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,40.7285918854415,,
"FIN","Finland","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,40.6399903984638,,
"FIN","Finland","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,40.4735479396064,,
"FIN","Finland","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,40.9481707317073,,
"FIN","Finland","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,40.8989810097267,,
"FIN","Finland","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,40.2810550458716,,
"FIN","Finland","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,40.2761797752809,,
"FIN","Finland","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,40.2035469587509,,
"FIN","Finland","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,40.2422238918106,,
"FIN","Finland","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,40.2285814083457,,
"FIN","Finland","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,40.1512422071276,,
"FIN","Finland","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,39.980752799897,,
"FIN","Finland","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,40.0441214734232,,
"FRA","France","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,40.1754174355378,,
"FRA","France","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,39.6332286133979,,
"FRA","France","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,39.0031251719424,,
"FRA","France","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,40.7948316309778,,
"FRA","France","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,40.7681243177277,,
"FRA","France","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,40.8668962095309,,
"FRA","France","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,40.9376724673668,,
"FRA","France","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,40.9238760783971,,
"FRA","France","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,40.8860126526546,,
"FRA","France","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,40.8965866291077,,
"FRA","France","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,40.9627158034685,,
"FRA","France","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,40.9744726356532,,
"FRA","France","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,40.8893220388595,,
"FRA","France","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,40.5178849722554,,
"FRA","France","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,40.3279249066874,,
"DEU","Germany","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,41.5037416822833,,
"DEU","Germany","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,41.3002077029917,,
"DEU","Germany","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,41.1702572455328,,
"DEU","Germany","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,40.7338925056422,,
"DEU","Germany","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,41.0424081785674,,
"DEU","Germany","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,41.1627233892625,,
"DEU","Germany","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,41.1652309777859,,
"DEU","Germany","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,41.0952025036223,,
"DEU","Germany","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,41.12548860357,,
"DEU","Germany","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,41.2198660983146,,
"DEU","Germany","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,41.158461127307,,
"DEU","Germany","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,41.1993909627408,,
"DEU","Germany","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,41.177107504663,,
"DEU","Germany","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,40.98339548261,,
"DEU","Germany","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,40.8496781230698,,
"GRC","Greece","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,44.5312469307158,,
"GRC","Greece","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,44.4347083862313,,
"GRC","Greece","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,44.5306413261033,,
"GRC","Greece","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,44.6963079659571,,
"GRC","Greece","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,44.4990509388578,,
"GRC","Greece","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,44.5813196624973,,
"GRC","Greece","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,44.5148986734993,,
"GRC","Greece","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,44.2950349526977,,
"GRC","Greece","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,44.3310409610904,,
"GRC","Greece","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,44.5282266730426,,
"GRC","Greece","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,44.4147759460599,,
"GRC","Greece","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,44.3091386725896,,
"GRC","Greece","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,44.4110737980694,,
"GRC","Greece","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,44.6538786653153,,
"GRC","Greece","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,44.7690620937535,,
"HUN","Hungary","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,41.8821683461888,,
"HUN","Hungary","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,41.4783287648807,,
"HUN","Hungary","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,41.4178152555306,,
"HUN","Hungary","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,41.4165616211235,,
"HUN","Hungary","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,41.2243025834174,,
"HUN","Hungary","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,41.0333634035356,,
"HUN","Hungary","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,40.9546694298432,,
"HUN","Hungary","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,40.8981146336774,,
"HUN","Hungary","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,40.8428466871792,,
"HUN","Hungary","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,40.7028308333076,,
"HUN","Hungary","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,40.626257952824,,
"HUN","Hungary","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,40.6001319551249,,
"HUN","Hungary","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,40.5477637532473,,
"HUN","Hungary","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,40.5941504936505,,
"HUN","Hungary","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,40.7346999341804,,
"ISL","Iceland","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,48.4021487058748,,
"ISL","Iceland","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,47.8427689343693,,
"ISL","Iceland","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,47.1619427476344,,
"ISL","Iceland","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,45.9132013952078,,
"ISL","Iceland","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,45.7234735080528,,
"ISL","Iceland","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,46.0513727525487,,
"ISL","Iceland","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,46.2599689763603,,
"ISL","Iceland","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,46.2508288653848,,
"ISL","Iceland","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,45.5466643117699,,
"ISL","Iceland","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,44.2378623384691,,
"ISL","Iceland","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,44.0943601748912,,
"ISL","Iceland","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,44.3905924880465,,
"ISL","Iceland","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,44.2759584363274,,
"ISL","Iceland","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,44.5254290869167,,
"ISL","Iceland","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,44.4043776292568,,
"IRL","Ireland","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,42.3920464968236,,
"IRL","Ireland","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,42.0168170320389,,
"IRL","Ireland","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,41.770044666848,,
"IRL","Ireland","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,41.4941781426958,,
"IRL","Ireland","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,41.3088082618049,,
"IRL","Ireland","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,41.2208632162647,,
"IRL","Ireland","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,40.8955837450961,,
"IRL","Ireland","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,40.8058593149229,,
"IRL","Ireland","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,40.6533080376926,,
"IRL","Ireland","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,40.4106891566836,,
"IRL","Ireland","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,40.4090792957476,,
"IRL","Ireland","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,40.5262068179139,,
"IRL","Ireland","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,40.5225353844077,,
"IRL","Ireland","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,40.713328324633,,
"IRL","Ireland","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,40.8227451885235,,
"ITA","Italy","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,41.9676167234819,,
"ITA","Italy","MW","All persons","900000","Total","TE","Total employment","FT","Full-time employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,41.855727744904,,
